amount,payment_method,bank,hour,user_success_rate,success
4870,1,0,11,0.8833349343536774,0
1107,0,4,18,0.5434794626502802,0
2614,1,0,14,0.323978201538648,0
3626,2,3,11,0.4919962633575923,0
4781,1,2,3,0.9929619270530061,0
1347,1,2,11,0.7736681289661183,1
4002,0,4,17,0.9305983809839895,0
1535,1,1,16,0.8424056872507752,1
671,1,3,18,0.6777938607286415,1
2482,1,4,15,0.4040822106764862,0
1345,0,4,10,0.5440511348490024,0
2184,2,2,1,0.7086181576919555,1
377,2,0,15,0.9094426441123944,1
1987,1,3,0,0.4880725321054297,0
4679,0,0,16,0.3848588085381607,0
1365,1,3,17,0.6911826222883721,1
4926,2,1,12,0.42355085576263896,0
1140,0,2,4,0.7272532385253346,1
1017,2,1,23,0.4844650097386124,0
985,2,4,5,0.4616741030104372,0
2852,0,2,0,0.5794265354922237,0
121,0,4,9,0.7152342302905621,1
4669,1,1,4,0.681722371064519,0
3291,1,3,0,0.47131413406448636,0
2453,2,4,22,0.9237816721173633,1
4899,0,0,10,0.3769173788146407,0
786,0,3,23,0.3276272941520347,0
384,1,3,23,0.7218943885843383,1
4911,2,1,6,0.3863850176458335,0
3847,2,1,17,0.6534235699952727,0
862,1,2,20,0.9662412990867428,1
2528,0,2,19,0.789006190016953,1
2607,1,0,20,0.7322196062784323,1
128,1,3,9,0.7023636574105965,1
1006,1,0,14,0.4256774765397149,0
3204,1,0,3,0.602853477239673,0
4099,0,1,15,0.5397664551567337,0
3094,1,0,14,0.9671520255554438,0
2606,0,0,14,0.4696241619595075,0
4765,1,4,11,0.630061459977236,0
3709,2,2,7,0.956655554293375,0
3653,0,2,7,0.8524264567075204,0
1553,2,3,17,0.975160667499096,1
4933,1,2,5,0.7258311786028937,0
3456,1,3,4,0.5336507983221538,0
615,1,4,1,0.8786548428248413,1
138,0,2,11,0.5040193899613594,0
3442,2,4,3,0.4153409613383201,0
986,0,2,22,0.7944021698273052,1
2944,0,2,12,0.7472689644740516,1
2304,1,4,16,0.9152642318167767,1
1198,2,0,15,0.9733473304712355,1
1923,1,0,8,0.9000383110571879,1
3301,0,0,0,0.3420152583117895,0
3255,1,0,14,0.7651594030875877,0
3193,2,2,11,0.8493126890048319,0
3630,1,1,4,0.9873501070451236,0
3878,2,4,22,0.5622629096588436,0
2996,2,1,23,0.4189171110898035,0
3553,1,1,17,0.8970531432580549,0
3611,0,3,19,0.5222267205427887,0
1088,1,0,1,0.7187413270557012,1
4216,0,2,3,0.5729263349490998,0
4126,0,0,14,0.5816283797310629,0
4279,1,0,5,0.812725135424216,0
1782,0,1,21,0.553032587737957,0
4765,0,3,11,0.7851525790793408,0
4063,1,0,17,0.31002991881661146,0
1033,1,4,19,0.5272531730027131,0
3698,1,4,3,0.5233308219475639,0
3333,0,0,0,0.8241847001277018,0
2080,2,1,14,0.5201899812179395,0
1955,0,1,17,0.743328992655558,1
3156,2,2,13,0.7819670814755053,0
892,1,3,2,0.7608978809379806,1
891,2,1,14,0.7223055767340651,1
1909,1,2,4,0.5895317945445763,0
2355,1,4,23,0.5613134843786673,0
3710,2,4,21,0.6952088408631227,0
1707,1,4,2,0.3445921717390284,0
1084,2,0,21,0.9130738894360682,1
3776,1,3,6,0.8777206001212401,0
3480,0,2,5,0.5424693019260327,0
619,0,3,21,0.6967733863699419,1
690,1,0,0,0.9525593887291242,1
1150,1,2,18,0.4901457581884676,0
3733,2,2,6,0.8197186873863973,0
4544,0,1,3,0.3579122651247036,0
1059,2,3,11,0.6663605032296798,1
792,1,3,19,0.9187783906131084,1
3999,1,1,22,0.6861964989043514,0
4573,2,4,17,0.731376978785971,0
3046,1,0,8,0.9353475053166809,0
626,0,3,18,0.800752448034862,1
3324,2,1,21,0.7871087761569858,0
2353,0,2,3,0.7104688154650289,1
3444,0,1,0,0.7430920299346928,0
4065,0,4,8,0.862593796811632,0
1975,2,0,14,0.9854631583080711,1
1863,1,4,21,0.8567277478057316,1
620,0,2,7,0.7952757821388974,1
1116,0,2,14,0.39488141852806036,0
216,0,2,14,0.8719562712091853,1
2533,1,2,17,0.8151960571790922,1
683,1,1,6,0.8393025367808638,1
494,2,2,21,0.4617675347703183,0
3888,1,2,17,0.9324105875786493,0
2868,2,1,15,0.3680969578428035,0
4267,2,2,1,0.4775284389843626,0
3960,2,4,3,0.7641164068270812,0
373,2,4,19,0.7716001246817106,1
2113,2,3,15,0.5193271964105773,0
4533,0,4,2,0.7910638439782702,0
1489,1,0,23,0.5715513763584104,0
3666,0,0,22,0.3001228611005463,0
4802,2,0,1,0.41382429260116843,0
265,1,1,2,0.9178327926527221,1
1667,0,4,4,0.45588580821059316,0
828,0,0,1,0.37903723720121313,0
2143,2,3,18,0.7775404241532362,1
4297,0,1,23,0.6084945096868153,0
3596,0,3,19,0.8576136554783509,0
878,0,4,1,0.9030114541960517,1
313,0,2,1,0.8921922141710621,1
3862,0,3,21,0.5191064534378252,0
1676,2,2,23,0.6538821565777149,1
2548,2,1,22,0.7550992142528749,1
3036,0,3,19,0.5253881610988868,0
3217,2,3,17,0.3287695207471127,0
691,2,1,19,0.6469650676078433,1
2820,1,1,20,0.3089728334259156,0
813,0,0,13,0.9654519373081629,1
1035,2,4,14,0.8576785522511186,1
4437,2,3,11,0.43440684356651615,0
101,0,3,10,0.5013002242243498,0
2948,1,1,10,0.9879869836136068,1
4144,0,1,6,0.5614839878989131,0
2049,1,4,11,0.8486056502037245,1
1017,0,1,15,0.612770827893478,1
3274,0,2,4,0.904867146870427,0
2341,0,2,1,0.7926274557130562,1
189,0,2,21,0.31603704192381155,0
1809,1,2,15,0.5060729201574661,0
2269,1,4,22,0.6905946204254167,1
4338,2,3,14,0.9483218308488277,0
3141,0,2,10,0.3714209262490432,0
205,1,1,5,0.7208137763977469,1
986,1,2,12,0.5115237119888603,0
527,1,4,18,0.9225294474136081,1
1995,0,1,9,0.8356187267609592,1
416,2,2,23,0.5587919054064997,0
734,1,3,18,0.4169722147360296,0
2025,0,1,4,0.3080485806781084,0
2156,1,1,20,0.7347941154703641,1
3244,1,3,6,0.5842866653418706,0
2370,2,1,10,0.5203295450025384,0
1539,1,2,13,0.9898516041457848,1
652,1,1,22,0.6262994948922206,1
815,0,2,20,0.8248874985517969,1
4011,0,3,15,0.42418869207586535,0
1813,2,0,17,0.3094186804192696,0
3489,0,3,20,0.5922938336136112,0
1207,0,2,22,0.7659653844598632,1
4306,2,4,22,0.6546190873284216,0
350,1,3,3,0.9233263803370737,1
2530,2,4,0,0.6037855458310153,1
2154,0,4,21,0.5177019692071638,0
558,2,2,14,0.9412340733453504,1
307,1,2,13,0.5847615950440666,0
999,2,0,18,0.48875350314772814,0
3561,0,1,4,0.3683627537670563,0
3485,0,3,3,0.8553168412510745,0
121,2,2,12,0.8775640225584902,1
509,1,3,17,0.3233084484956204,0
994,2,4,11,0.5510519188810673,0
614,1,1,22,0.8249135182185718,1
4209,1,0,20,0.9624672932416376,0
2234,2,3,14,0.5644727986914335,0
3695,1,1,22,0.9104374019656454,0
3056,0,0,8,0.5756042845725365,0
1660,2,3,3,0.42564623906985366,0
1366,1,1,4,0.30241230064380875,0
2269,0,2,8,0.5311267162070158,0
3738,2,3,12,0.5649325355091601,0
849,0,1,9,0.9615822702211352,1
3527,0,0,15,0.444249176694436,0
4880,0,1,12,0.5675614956122532,0
2027,1,2,3,0.3176078908761792,0
3904,2,3,20,0.8344778145639704,0
3802,2,3,12,0.9405988653784907,0
2456,1,3,20,0.4664744530935443,0
4890,2,2,7,0.600296577448115,0
2435,0,0,12,0.3854788349561958,0
406,2,3,14,0.6197848012190235,1
3765,1,0,19,0.39333972455086674,0
2089,0,1,19,0.6663439460934064,1
761,1,0,12,0.8142354283025632,1
4744,0,0,22,0.6873399423699177,0
411,0,3,4,0.47165370487116315,0
3020,2,4,21,0.5476571898282335,0
1182,0,4,21,0.7470009163939426,1
3071,1,2,5,0.7128287924525276,0
854,2,2,4,0.39574235168493344,0
4230,1,4,12,0.8914646314962718,0
4640,0,1,4,0.6326322385729108,0
452,1,3,12,0.4136584571684751,0
1002,1,3,23,0.38597857980231043,0
3988,0,1,19,0.975886242251591,0
258,2,1,22,0.4970745778214822,0
2077,1,4,7,0.936015511541463,1
1056,0,2,8,0.5874097091382572,0
2171,2,1,20,0.5701450013172331,0
503,2,2,18,0.7906502787546024,1
4711,2,0,19,0.306918301442823,0
2879,1,3,14,0.5366626651412734,0
1487,1,4,21,0.5118519985342662,0
3553,1,3,9,0.9076686659988324,0
1055,2,4,10,0.6703864773145483,1
1812,1,0,4,0.5551991100569763,0
4803,0,3,8,0.48625551720980265,0
1373,1,0,10,0.7133568661674403,1
3911,1,4,18,0.40617119838035526,0
2725,2,1,1,0.4723433379561471,0
2482,1,3,5,0.5055285155453249,0
1541,0,0,22,0.7255362633248588,1
3079,2,3,20,0.5612784713115329,0
1897,0,3,0,0.6540483100840346,1
4490,2,3,2,0.7553067846366106,0
4109,2,2,2,0.969390120565381,0
4950,1,0,13,0.8353861779719265,0
1494,0,0,19,0.5836797464004753,0
4381,2,3,21,0.8237927620780796,0
1369,1,1,4,0.9647859266434486,1
4832,2,3,16,0.6495663819578874,0
3814,2,2,14,0.5873478531860228,0
629,2,4,5,0.35461308930051555,0
3723,2,2,13,0.9246592594556036,0
3058,2,1,13,0.47250399655555886,0
3014,2,3,16,0.3447705277733977,0
4989,1,0,7,0.6760424406137582,0
3691,2,3,7,0.8921297521730676,0
2247,0,1,18,0.5846445389361368,0
4673,1,0,8,0.8481472291113112,0
3469,0,2,10,0.8854772050987969,0
1039,2,4,12,0.6180824911739046,1
625,0,4,12,0.7136685461583315,1
101,2,3,23,0.673738608977258,1
474,2,2,18,0.9574371031441511,1
2440,1,1,20,0.8078539795642328,1
4105,1,4,18,0.9477399675390792,0
3152,2,2,4,0.4540069846433803,0
4748,1,3,15,0.5171657962828693,0
2465,0,0,8,0.34963943122604735,0
1625,1,3,19,0.6499355696870653,1
4576,1,3,21,0.9117465755701375,0
1746,0,2,2,0.5287926879915009,0
113,1,4,18,0.38979747486453203,0
4699,2,2,4,0.34791237845033707,0
2378,0,0,7,0.6132501907665582,1
3255,2,2,13,0.41481522124013426,0
229,0,1,23,0.5422728202195725,0
3914,2,3,2,0.8739858656577058,0
3316,2,4,23,0.568833167930267,0
3038,1,0,12,0.726909642779449,0
4028,2,3,10,0.6515120390759703,0
2140,1,2,7,0.8029733050790253,1
127,0,1,18,0.40931547129129814,0
2213,2,2,9,0.9443087255385332,1
1352,2,3,17,0.7505429582850247,1
4456,0,0,17,0.48966761210607507,0
2146,0,4,6,0.38627759569664133,0
4655,2,3,15,0.4048078949023332,0
4123,0,0,5,0.8478640488272755,0
4496,1,3,15,0.7116770373190706,0
3474,0,1,15,0.5665308035027283,0
3566,0,2,22,0.533030592330816,0
3181,2,4,23,0.899030603080371,0
3878,1,0,0,0.9123337666470226,0
729,0,4,23,0.706883426893505,1
369,1,4,18,0.6671808459655254,1
2739,1,4,2,0.8715136294536001,1
2093,1,0,5,0.8245346258560626,1
2991,2,0,3,0.5802276283294518,0
3532,0,4,3,0.3579170793255999,0
1380,2,2,3,0.8379500751539444,1
2460,0,3,9,0.4180907202581706,0
675,0,4,8,0.3114638345349348,0
1407,2,1,7,0.8903118726427934,1
3292,1,4,18,0.704777691735703,0
3278,1,0,16,0.9241662248750309,0
2834,0,3,16,0.6392116582383326,1
2312,2,1,0,0.9485367704979821,1
2452,1,3,19,0.5477802235852046,0
3668,1,3,13,0.8071654016340051,0
1755,0,1,21,0.5106905564832485,0
1679,0,4,19,0.30081456502958487,0
2303,2,4,10,0.5658211741842697,0
1490,0,4,2,0.8164358591764671,1
1842,1,2,23,0.40501692561255975,0
2025,1,4,7,0.6533614232451751,1
719,1,1,21,0.44862503939550047,0
1374,1,2,9,0.352236884993372,0
1056,2,4,16,0.7322163873610213,1
2039,2,2,7,0.9663773356123821,1
4053,0,1,21,0.517492953102542,0
2481,0,4,0,0.7064520602519653,1
1068,0,0,19,0.967522357425556,1
1416,2,1,20,0.7553383449962812,1
1143,1,3,6,0.771179311616968,1
381,0,3,23,0.42524995809258515,0
2944,1,1,8,0.6448267751969787,1
1158,0,3,11,0.5569579229610726,0
4393,0,1,21,0.629669796673721,0
2632,0,0,8,0.8605786035093139,1
3928,0,1,19,0.6224892914222688,0
1108,0,4,23,0.34399547478048453,0
1329,1,4,2,0.933879162805604,1
1135,0,2,3,0.6813711212163793,1
4685,1,3,9,0.9471460509712044,0
375,2,3,3,0.7006481584193371,1
2840,0,1,21,0.34874542118254237,0
2389,1,3,8,0.6870085754680398,1
1339,2,4,21,0.7030172527448764,1
225,2,0,0,0.4500379155400829,0
4165,2,1,4,0.6297203588730637,0
4412,1,3,8,0.6216090583115559,0
3968,0,4,4,0.7360133043144226,0
1308,0,2,5,0.48172986907174425,0
3349,1,3,18,0.7072238925637355,0
1018,0,0,7,0.46866642984585993,0
4023,1,0,9,0.6125116905427346,0
4503,0,3,10,0.38589398953611487,0
2069,2,3,12,0.32611038350303473,0
2893,0,4,19,0.5244111141942137,0
991,1,3,3,0.492200225454819,0
4570,1,2,10,0.5848551384219427,0
2133,2,4,11,0.9733878340002378,1
1464,1,1,4,0.6655605063392298,1
228,0,2,9,0.6872236942957295,1
1114,0,4,23,0.9591207271511619,1
1899,2,4,6,0.9448029963142832,1
4712,1,0,20,0.9188783677302925,0
1618,2,4,8,0.3685963194207991,0
4281,0,2,8,0.7440081873642312,0
1298,2,3,9,0.8656692863454583,1
3973,1,2,9,0.8849022827039663,0
2574,2,1,1,0.7045349997513273,1
3585,1,4,3,0.31224688324031835,0
4149,1,4,7,0.9815990311492144,0
3819,0,4,13,0.630537691930685,0
402,0,4,16,0.5755171266915187,0
4052,0,0,12,0.5764640995740841,0
4783,1,0,20,0.5969056160407865,0
1086,2,3,23,0.4695265027209271,0
1963,1,4,17,0.5291335380248808,0
4540,0,1,17,0.9897503268423173,0
3172,0,3,12,0.5577176001792659,0
3224,2,4,7,0.6687075115316523,0
1427,0,0,11,0.8938059861826528,1
2508,0,1,22,0.6691994677762044,1
3773,0,3,23,0.5271173951327173,0
3391,2,1,20,0.666625683842971,0
4133,1,4,0,0.3798604173073682,0
803,0,2,19,0.3910048686629389,0
674,2,1,17,0.7858752725614682,1
3332,0,1,2,0.9422224600818219,0
4883,2,0,11,0.8079746934419627,0
2732,0,4,18,0.35222926846015,0
3928,2,1,12,0.582026927721704,0
3330,0,4,9,0.3017875117876446,0
588,1,0,14,0.657844720327943,1
1447,0,4,19,0.435243139417296,0
3781,2,0,1,0.9077026541100597,0
3273,0,0,18,0.37303453700835765,0
4689,1,3,2,0.3010033790529213,0
1767,0,4,13,0.6158022301796322,1
1737,2,2,6,0.4088033127480174,0
4214,2,3,7,0.8165904675926132,0
3653,1,0,10,0.9439543122469765,0
1100,2,2,21,0.329356610011797,0
950,0,1,19,0.5769074783412677,0
1488,0,1,5,0.9977704832496648,1
3812,0,3,10,0.8128703790004679,0
1467,2,2,16,0.9672313505940648,1
921,0,4,9,0.4148582996513089,0
554,0,2,23,0.45495799164436745,0
1724,0,3,16,0.40836786841777817,0
2872,1,4,20,0.5116583236431568,0
3826,2,4,1,0.8070688478303363,0
3247,2,1,5,0.4154626625307317,0
4189,2,2,4,0.6669638265183019,0
4906,1,4,3,0.48844694338007866,0
2290,2,3,1,0.8804370453958408,1
1016,1,1,11,0.3046146837372573,0
4086,1,4,2,0.4561804709770667,0
2975,2,2,5,0.7236685303005274,1
1540,0,1,23,0.3676973513816898,0
4500,0,2,13,0.6264185511621927,0
835,2,2,7,0.6053451075376588,1
3668,2,2,20,0.8967661047752344,0
3438,1,1,20,0.7377780352167693,0
3115,2,4,13,0.7477914435113717,0
2989,1,0,2,0.9662653212524162,1
1061,2,4,15,0.9876522627263624,1
3089,0,1,14,0.757376312506987,0
3948,0,0,6,0.665401015106438,0
1126,2,0,14,0.7255440409254159,1
3965,1,0,12,0.5677105935379122,0
2963,0,3,5,0.9912196318720541,1
2601,1,1,14,0.793514881647801,1
2047,2,3,16,0.5037047560654152,0
1277,2,0,3,0.3404364092804479,0
4860,0,3,21,0.3313053504063775,0
111,2,3,21,0.44343908636857743,0
4499,0,1,13,0.4630391379771781,0
3464,1,2,14,0.5905318457677301,0
3122,0,3,11,0.45039220814537767,0
3471,0,3,18,0.7416373016032212,0
2930,1,0,21,0.4478783115674072,0
142,0,0,9,0.43151357725880213,0
1043,0,0,5,0.6298658949602589,1
2490,2,4,8,0.922068019526673,1
2645,1,3,1,0.6278138411650439,1
2511,0,0,3,0.5896941212005169,0
1104,1,1,8,0.7046664352217962,1
120,1,4,14,0.4800495751261399,0
506,0,2,12,0.5474055881433041,0
1114,2,3,19,0.4496846789669914,0
4531,1,3,7,0.7002669962253785,0
1938,0,1,18,0.7881712930984507,1
3288,1,2,18,0.7715890486934003,0
814,2,2,15,0.4783724725753332,0
4246,2,4,10,0.845753744023577,0
3954,2,3,9,0.4791675656749511,0
4519,0,0,7,0.4052180858874341,0
4984,0,1,0,0.544866124081036,0
240,2,1,9,0.718420862419618,1
4665,0,1,17,0.3994012731630786,0
4982,2,1,2,0.7536609784759194,0
1063,0,0,10,0.9041475973774435,1
472,2,0,17,0.5051983571806493,0
3735,1,4,2,0.6151446312805836,0
2641,2,3,7,0.45981729793762466,0
3710,2,0,13,0.5528832103492765,0
1792,0,4,5,0.3153793995617552,0
205,0,2,14,0.9676385773489788,1
1781,0,3,13,0.5911231492485365,0
4197,0,0,6,0.8522090768726562,0
4116,0,2,9,0.39985040614955675,0
2736,0,4,14,0.8686485308702792,1
2237,1,0,9,0.9021031176735406,1
3516,2,0,21,0.8008339900813755,0
4545,2,2,16,0.9322458274883838,0
3630,2,0,18,0.4170379906276954,0
1386,1,1,16,0.633537280152034,1
3279,2,0,11,0.73407667241131,0
3754,1,3,14,0.7173350794882412,0
2459,1,2,11,0.9027286541684088,1
544,1,3,8,0.45098395758101995,0
135,2,4,4,0.4229506827772065,0
1575,1,3,3,0.477365016400566,0
4057,2,1,11,0.9240850345890095,0
1898,2,1,15,0.9587189578603024,1
1945,0,3,8,0.698741072988998,1
1508,0,4,2,0.6509603541993638,1
1808,1,0,20,0.7237699256088594,1
3038,1,1,2,0.7314153548926858,0
1400,2,3,17,0.41921329346044706,0
1343,1,3,16,0.7804876171361912,1
4076,1,3,9,0.6166457716438979,0
3197,2,0,1,0.6621673711936316,0
4716,1,2,23,0.3212216230346088,0
109,1,4,10,0.8351896427717211,1
2525,2,2,23,0.8847995728875171,1
1760,2,4,2,0.7335950877541826,1
2731,0,4,22,0.8241065447076639,1
4915,2,3,22,0.6658942022204712,0
1172,0,1,1,0.732847365284989,1
3325,1,3,8,0.5762001889242669,0
1416,2,0,18,0.8543119855437586,1
4245,2,4,1,0.6277896511851448,0
3783,2,1,18,0.7761490330932177,0
3373,1,4,1,0.7350005650336533,0
245,0,4,14,0.7916201628700248,1
3140,1,3,23,0.8496511125876562,0
1562,1,1,20,0.6588994371150966,1
4776,2,1,2,0.869146164478968,0
1684,0,4,4,0.6480800660901262,1
582,1,1,10,0.9696440260047556,1
3279,2,1,23,0.8268702240303558,0
1349,1,3,6,0.4197991548222449,0
4868,1,2,5,0.8807091299544019,0
730,2,0,13,0.6861113625646438,1
761,2,2,0,0.9891226705817058,1
3603,0,1,16,0.803173330571469,0
2952,1,4,16,0.3590735225991337,0
2566,2,0,13,0.5764722993272441,0
1087,2,0,9,0.6620927818712865,1
1646,0,4,7,0.8873095222118612,1
749,0,0,7,0.8105418740308408,1
1068,2,4,13,0.5585520494281472,0
2737,0,0,6,0.7574028812518403,1
1200,2,2,5,0.7038376355288655,1
540,1,0,3,0.3882368262666848,0
869,0,3,0,0.46440108509902034,0
1443,1,4,14,0.53878561890002,0
4458,1,0,14,0.436838384454452,0
3829,1,4,0,0.40509369208101786,0
4006,2,3,19,0.34073843909120094,0
1677,1,0,2,0.9111717959262511,1
4108,1,0,22,0.5022603925753976,0
3451,1,3,4,0.5032244227534963,0
4895,2,3,4,0.4443596962011088,0
2449,1,3,3,0.632778160304718,1
3702,1,4,16,0.6599693775456607,0
1341,0,3,20,0.445796951037556,0
1225,2,4,19,0.7259992365045553,1
2701,1,2,13,0.8060999717156243,1
1290,0,0,7,0.5616880601758163,0
4231,2,0,1,0.709816187800207,0
4939,2,1,7,0.6516113336151124,0
4548,2,2,0,0.4368838788492715,0
172,2,3,3,0.8110076921422045,1
2014,2,3,18,0.861017119476833,1
2572,2,2,4,0.7541551809110172,1
3146,1,3,4,0.5267272194397359,0
807,1,1,20,0.9487547460865109,1
1904,1,4,19,0.618750871596587,1
3813,1,0,23,0.48611493976956843,0
2664,0,2,18,0.5857642345753695,0
2575,1,0,11,0.7844525643357468,1
3710,2,4,19,0.8921522499614745,0
4355,1,2,0,0.5496028494980107,0
2923,1,4,6,0.46283711220656226,0
1835,2,3,16,0.7385451922846433,1
1685,1,3,1,0.9448505700743999,1
166,1,3,10,0.4283053544915951,0
3161,1,4,6,0.8621135676095566,0
2528,0,4,16,0.6336250270412389,1
4253,1,4,2,0.8596587527734643,0
441,2,0,21,0.6538788048413036,1
2874,2,4,5,0.5641294420115535,0
2917,1,3,21,0.7877187001467555,1
2761,1,1,10,0.9304391062164281,1
1332,1,4,17,0.5241762112591267,0
3974,2,1,17,0.6225236944960603,0
2501,2,3,21,0.4605804386875657,0
1594,0,4,9,0.4283866245321455,0
4311,0,0,4,0.8445230996745225,0
761,0,0,22,0.44046488168190967,0
3983,2,1,22,0.8553227199341149,0
3719,0,0,20,0.600451936288185,0
1968,1,0,23,0.996534106385401,1
2434,1,0,21,0.43813899273390244,0
3474,2,3,14,0.3650845947589782,0
1116,0,0,20,0.3528031487224469,0
4506,1,2,19,0.8847926033069404,0
307,2,4,22,0.6064434177408403,1
2765,0,0,3,0.3021870447531601,0
2593,1,0,20,0.9123399537523351,1
732,0,0,20,0.9138447048372131,1
2202,2,2,0,0.8644916718131537,1
3059,0,0,14,0.47382293811738974,0
3183,2,0,16,0.5609269040470211,0
4852,0,4,18,0.8214483576368385,0
2031,1,2,13,0.6425471877853096,1
3819,2,2,18,0.40767860370648673,0
2662,2,0,17,0.4699587851693706,0
1779,2,2,1,0.98081267572609,1
336,0,1,5,0.40570918219897434,0
4543,0,2,12,0.8082565296747319,0
4825,1,2,16,0.6346128146616772,0
1640,2,2,5,0.8240211616865118,1
4043,2,3,20,0.762779268801075,0
463,0,3,21,0.6074170333880282,1
2468,0,3,4,0.547737577278147,0
385,1,2,6,0.8280514780492878,1
248,1,1,0,0.5261988443818785,0
4137,0,2,12,0.8514400360619978,0
4651,2,0,18,0.7758901464327164,0
1866,1,1,21,0.7043684191632182,1
4995,0,3,0,0.5581606194316081,0
1112,0,4,12,0.4435569504364624,0
2931,2,1,10,0.7972938608684647,1
2607,0,3,6,0.36394445901940664,0
1623,0,1,19,0.9793795793090319,1
2885,1,1,2,0.9851235402308411,1
2656,0,2,0,0.3911558311706971,0
3825,0,0,7,0.37275472608061155,0
4676,1,4,16,0.588901708958121,0
1701,2,3,12,0.9745782905823515,1
2508,2,1,13,0.580217629461779,0
440,1,4,4,0.5546614759026344,0
2917,1,1,23,0.7925095412991399,1
2596,2,0,21,0.4251118656166589,0
1825,2,4,22,0.554326438501626,0
1789,2,3,23,0.5039152123921414,0
3367,2,1,5,0.7210742358414384,0
4506,2,0,21,0.4139270203499147,0
361,1,4,5,0.6840908789243654,1
1542,0,1,20,0.9002826129557913,1
505,2,1,7,0.6599193826953214,1
2290,2,3,12,0.7784476319686595,1
4537,0,0,17,0.35267361237455297,0
343,0,2,22,0.61430390547293,1
4685,0,1,3,0.36642521720509635,0
4207,0,4,16,0.7196231730506597,0
660,0,3,4,0.4967380598216729,0
4237,0,3,2,0.5010860816942235,0
2825,1,1,3,0.3537367160014865,0
693,0,1,22,0.5171665030085141,0
1926,0,1,4,0.6546740239749681,1
3329,1,2,13,0.709262072220233,0
3387,0,1,14,0.3466658858930763,0
4173,2,0,19,0.7560214300012491,0
233,2,4,16,0.6422130325274462,1
3238,0,1,5,0.6758356055399644,0
4019,1,2,9,0.8829576716374563,0
172,2,4,21,0.5395585117134065,0
4594,1,3,22,0.4218357779555243,0
4325,2,1,15,0.6862671229948678,0
3078,0,4,16,0.9615153422746672,0
4461,1,3,13,0.6625087334267918,0
2085,1,2,19,0.8823385218836546,1
892,1,0,11,0.829922438122723,1
4359,2,1,8,0.6628315509068821,0
194,2,0,14,0.7532883443573957,1
1233,2,2,11,0.584676128867661,0
337,0,4,13,0.6714400823680355,1
3046,2,4,21,0.6551000287034443,0
2630,0,2,17,0.796377254070441,1
2060,1,2,19,0.5869869235493979,0
1148,1,1,5,0.369836985835498,0
2629,0,3,3,0.8520966659695359,1
3064,2,0,22,0.7793971023297452,0
1063,0,0,11,0.9650864188201558,1
636,1,4,12,0.600101323093504,1
4323,1,4,18,0.3547439598377663,0
3779,0,1,21,0.3851332904542701,0
4287,2,2,12,0.8413236802421544,0
3824,2,0,11,0.34743009794502133,0
642,0,1,19,0.9354783014504997,1
945,0,4,2,0.4971550779066297,0
3703,2,4,2,0.9292153284055273,0
3136,1,0,13,0.8414547941606623,0
2594,0,4,17,0.9098407254041829,1
4585,2,4,18,0.44982778423897596,0
2819,2,3,9,0.7169854470694977,1
1984,1,2,16,0.3655123924506958,0
4238,1,4,14,0.44159653727756315,0
4449,1,3,18,0.5169315591360879,0
3301,1,1,8,0.8185688140570162,0
2810,1,4,3,0.3173000655719383,0
2053,0,1,14,0.9321820980104956,1
4837,2,4,18,0.3495624595990452,0
3950,0,0,15,0.5635431367412389,0
789,0,3,7,0.3567627398300089,0
2050,0,3,16,0.8382774901723615,1
556,0,0,20,0.3989204813819297,0
2230,0,2,0,0.9193298371837202,1
4076,1,3,6,0.6711553906140681,0
4344,1,1,20,0.9639309736187771,0
1279,2,3,17,0.5032526389657367,0
4385,0,2,11,0.6180213063148736,0
3665,2,1,15,0.7859728736307046,0
982,1,1,0,0.8823393187996724,1
499,1,0,14,0.5949499614219247,0
708,1,4,6,0.9247027768290148,1
1738,0,0,16,0.38259104582707665,0
2248,0,4,2,0.7960793031670668,1
1482,1,0,10,0.5437392875495622,0
1503,2,4,5,0.37093483889281786,0
919,2,3,5,0.5706651897614027,0
3392,1,1,14,0.9161509371398975,0
919,2,4,6,0.986373709902048,1
519,1,3,10,0.5749598999703378,0
4319,2,2,16,0.9204914714644625,0
4617,1,0,22,0.6567580913693147,0
3402,2,2,17,0.801910526364759,0
1608,0,3,21,0.33175999559167624,0
867,1,2,23,0.6901183803888163,1
2144,1,2,20,0.3491133553476933,0
2239,2,3,18,0.48803256996565947,0
3129,1,1,7,0.6967700281080751,0
1649,1,4,23,0.8650146364951763,1
1864,1,0,19,0.6926255506627375,1
2745,0,4,7,0.955334078780647,1
3816,0,0,20,0.8672327553030847,0
4705,2,4,10,0.4093681022735718,0
4581,0,2,20,0.572270939939556,0
2393,2,1,2,0.7679397991147452,1
4937,0,2,22,0.956884222126503,0
2808,2,1,13,0.9914011081212695,1
1000,0,3,8,0.834230506573965,1
3184,0,0,0,0.7016385139055548,0
2109,2,0,0,0.8296267828165942,1
341,1,3,11,0.49126549362476335,0
2485,1,4,10,0.4985221190817429,0
4368,0,3,20,0.7580445423136262,0
771,2,3,0,0.9102849034799372,1
263,1,1,19,0.9788666424234476,1
564,2,3,11,0.5389342205818528,0
3142,1,0,16,0.8575875361709242,0
4692,2,2,14,0.8960715637012455,0
4895,0,1,1,0.7362212701219749,0
2542,2,1,17,0.543314317560834,0
4898,1,4,15,0.7333619956916607,0
2455,0,2,3,0.7091142330180589,1
4378,2,1,7,0.7245678540575435,0
